BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,GRID,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LATITUDE,LAUNDRY_ROOMS,LONGITUDE,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WARDNAME,WATER_PEN_EXT_BLDG_ELEMENTS,X,Y,YEAR_BUILT,YEAR_EVALUATED,YEAR_REGISTERED,_id
N/A,3,13,N/A,4,3,2020-11-18,4,3,4,3,N/A,5,E2035,3,3,3,43.700957687,3,-79.251492552,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4285401,71,4,6 FOLCROFT AVE,4,3,20,Scarborough Southwest,4,324829.314,4839934.355,1952,2020,2018,31560
N/A,4,30,N/A,3,3,2020-11-18,4,3,4,4,N/A,4,W0336,4,4,3,43.6115410495,3,-79.489468582,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155503,72,5,2515 LAKE SHORE BLVD W,3,N/A,03,Etobicoke-Lakeshore,4,305634.407,4829955.385,1950,2020,2017,31561
4,4,44,N/A,3,3,2020-11-18,3,3,4,3,N/A,5,W0336,4,3,3,43.610690629,3,-79.48977037,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155501,68,4,2519 LAKE SHORE BLVD W,3,3,03,Etobicoke-Lakeshore,4,305628.08,4829849.455,1970,2020,2017,31562
N/A,4,46,N/A,4,4,2020-11-18,4,4,4,3,N/A,5,W0336,4,3,3,43.6109821847,4,-79.4903809388,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155488,77,5,2532 LAKE SHORE BLVD W,4,N/A,03,Etobicoke-Lakeshore,4,305560.767,4829893.29,1955,2020,2017,31563
3,4,62,N/A,4,4,2020-11-17,4,4,4,4,N/A,5,S1937,4,4,4,43.6711399039,4,-79.3114153921,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153678,78,4,156 KINGSTON RD,3,3,19,Beaches-East York,4,319991.88,4836593.512,1950,2020,2017,31564
N/A,3,10,N/A,4,3,2020-11-17,4,4,5,4,N/A,5,W0728,3,3,4,43.7416935323,3,-79.5396641026,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154257,76,4,3 DAMASK AVE,4,3,07,Humber River-Black Creek,4,301589.804,4844415.332,1960,2020,2017,31565
N/A,4,15,N/A,4,3,2020-11-17,4,4,4,3,N/A,5,S1939,3,4,4,43.6782315924,3,-79.3000614162,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153693,72,3,567 KINGSTON RD,3,3,19,Beaches-East York,4,320905.57,4837383.518,1950,2020,2017,31566
N/A,4,15,N/A,4,3,2020-11-17,4,4,4,3,N/A,5,S1939,3,3,4,43.6783240562,4,-79.2996212727,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153694,73,3,569 KINGSTON RD,3,4,19,Beaches-East York,4,320941.034,4837393.877,1940,2020,2017,31567
N/A,4,24,N/A,4,3,2020-11-17,4,4,4,3,N/A,4,S1939,3,3,4,43.6793516243,3,-79.2950478424,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153695,70,3,737 KINGSTON RD,3,N/A,19,Beaches-East York,4,321309.513,4837508.933,1935,2020,2017,31568
4,5,40,3,3,3,2020-11-17,4,4,4,3,N/A,5,W0130,3,3,4,43.7318879794,N/A,-79.5760047964,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155429,70,4,2329 KIPLING AVE,3,N/A,01,Etobicoke North,3,298661.68,4843328.069,1968,2020,2017,31569
4,5,48,4,4,4,2020-11-17,4,4,4,4,N/A,5,S0421,4,4,3,43.662865718,4,-79.504063965,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155203,79,4,4070 OLD DUNDAS ST,4,4,04,Parkdale-High Park,4,304456.251,4835658.189,1958,2020,2017,31570
3,3,21,N/A,4,3,2020-11-17,4,3,4,4,N/A,5,S1227,4,3,4,43.7044670936,3,-79.4062239915,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154003,75,5,486 ORIOLE PKWY,3,4,12,Toronto-St. Paul's,4,312342.413,4840283.156,1930,2020,2017,31571
5,3,32,5,4,5,2020-11-17,3,4,4,4,N/A,5,S1226,4,4,5,43.697686003,4,-79.4052912228,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153939,85,5,50 OXTON AVE,4,N/A,12,Toronto-St. Paul's,4,312418.448,4839529.862,1955,2020,2017,31572
4,3,10,N/A,3,3,2020-11-17,3,3,4,3,N/A,5,N0823,4,3,4,43.731455829,3,-79.435410014,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154504,72,4,49 NEPTUNE DR,4,4,08,Eglinton-Lawrence,4,309987.593,4843280.144,1990,2020,2017,31573
3,3,12,N/A,3,3,2020-11-17,3,3,4,3,N/A,5,N0823,4,3,4,43.732014889,4,-79.434846428,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154515,69,1,52 NEPTUNE DR,4,N/A,08,Eglinton-Lawrence,4,310032.945,4843342.289,1960,2020,2017,31574
4,3,11,N/A,4,3,2020-11-17,4,4,4,3,N/A,5,N0823,3,3,4,43.732371076,4,-79.435213823,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154516,73,2,54 NEPTUNE DR,4,N/A,08,Eglinton-Lawrence,3,310003.317,4843381.834,1955,2020,2017,31575
5,4,21,N/A,5,5,2020-11-17,5,4,4,4,N/A,2,S1441,5,4,5,,3,,16,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 3 years,4153630,88,5,245-247 LOGAN AVE,5,4,14,Toronto-Danforth,5,317503.543,4835393.504,1927,2020,2017,31576
4,3,15,N/A,3,3,2020-11-17,3,3,4,3,N/A,5,S1425,3,4,4,43.6810655936,3,-79.3460950974,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153650,69,3,768 PAPE AVE,3,4,14,Toronto-Danforth,3,317193.343,4837690.477,1990,2020,2017,31577
4,4,16,N/A,3,3,2020-11-17,4,4,4,4,N/A,5,S1322,4,3,4,43.6680405937,4,-79.3779246146,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153503,75,3,135 EARL PL,3,N/A,13,Toronto Centre,4,314633.659,4836247.873,1925,2020,,31578
N/A,3,21,N/A,4,4,2020-11-17,3,3,3,3,N/A,5,S1227,4,3,4,43.7051010779,3,-79.4050051323,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154002,74,5,166 EASTBOURNE AVE,4,N/A,12,Toronto-St. Paul's,4,312440.564,4840353.701,1940,2020,2017,31579
3,4,29,N/A,4,4,2020-11-17,4,4,4,4,N/A,5,W0533,5,5,3,43.691135465,5,-79.471860488,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155091,85,5,2558 EGLINTON AVE W,4,5,05,York South-Weston,4,307052.604,4838799.09,1953,2020,2017,31580
N/A,4,14,N/A,4,4,2020-11-17,4,5,4,3,N/A,5,W0229,4,4,3,43.652601481,4,-79.525645179,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156523,83,5,4750 DUNDAS ST W,4,N/A,02,Etobicoke Centre,5,302689.552,4834490.961,1950,2020,2017,31581
N/A,4,14,N/A,4,4,2020-11-17,4,5,4,3,N/A,5,W0229,4,4,3,43.652394933,4,-79.525845839,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156289,83,4,4752 DUNDAS ST W,5,N/A,02,Etobicoke Centre,5,302688.053,4834472.61,1950,2020,2017,31582
N/A,3,31,N/A,4,3,2020-11-17,4,4,4,4,N/A,5,S1227,4,5,4,43.705039078,4,-79.405292084,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154001,83,5,211 EGLINTON AVE W,4,N/A,12,Toronto-St. Paul's,4,312417.183,4840347.741,1955,2020,2017,31583
N/A,3,11,N/A,4,3,2020-11-17,4,4,4,4,N/A,5,E2035,5,3,4,43.700017847,3,-79.2530664991,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152579,78,4,23 GLEN EVEREST RD,3,4,20,Scarborough Southwest,4,324687.562,4839814.06,1971,2020,2017,31584
N/A,3,11,N/A,4,3,2020-11-17,4,4,3,4,N/A,5,E2035,4,3,4,43.7001107344,3,-79.2530513006,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4167788,75,4,25 GLEN EVEREST RD,3,4,20,Scarborough Southwest,4,324688.756,4839824.383,1971,2020,2017,31585
N/A,3,11,N/A,4,3,2020-11-17,4,4,4,4,N/A,5,E2035,4,3,4,43.7005566696,3,-79.2528798583,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152580,76,4,27 GLEN EVEREST RD,3,4,20,Scarborough Southwest,4,324702.426,4839873.966,1971,2020,2017,31586
N/A,3,11,N/A,4,3,2020-11-17,4,4,4,4,N/A,5,E2035,4,3,4,43.7006703636,3,-79.2528221569,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4167688,75,3,29 GLEN EVEREST RD,3,4,20,Scarborough Southwest,4,324707.039,4839886.611,1971,2020,2017,31587
N/A,3,22,N/A,4,3,2020-11-17,4,4,3,4,N/A,5,E2035,4,3,3,43.700613718,3,-79.2522439531,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152581,73,3,31-33 GLEN EVEREST RD,3,4,20,Scarborough Southwest,4,324702.93,4839900.186,1971,2020,2017,31588
5,14,246,3,3,3,2020-11-17,3,4,4,3,3,3,W0539,3,3,3,43.679802556,4,-79.4820189606,19,3,3,TCHC,Evaluation needs to be conducted in 2 years,4156232,67,5,101 HUMBER BLVD,3,N/A,05,York South-Weston,3,306234.164,4837538.915,1969,2020,2017,31589
3,5,21,3,3,3,2020-11-17,2,4,4,4,N/A,4,S0434,3,2,3,43.6422400128,3,-79.4533563133,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153046,66,4,83 INDIAN RD,3,N/A,04,Parkdale-High Park,4,308547.591,4833366.778,1960,2020,2017,31590
4,3,12,N/A,4,3,2020-11-17,3,4,4,4,N/A,4,N0823,4,3,4,43.7331587008,3,-79.4345882213,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154523,71,1,20 HOTSPUR RD,4,N/A,08,Eglinton-Lawrence,4,310034.957,4843456.264,1956,2020,2017,31591
N/A,3,39,N/A,5,5,2020-11-17,4,5,5,5,N/A,5,S1424,5,5,4,43.676873305,5,-79.359171766,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153614,95,5,778 BROADVIEW AVE,5,N/A,14,Toronto-Danforth,4,316139.547,4837223.834,1929,2020,2019,31592
4,6,66,4,4,4,2020-11-17,4,4,3,4,N/A,3,S0436,4,3,4,43.6376650671,3,-79.435751998,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153031,73,5,157 JAMESON AVE,3,N/A,04,Parkdale-High Park,3,309968.274,4832859.448,1965,2020,2018,31593
4,7,82,4,4,4,2020-11-17,3,3,3,4,N/A,4,S0436,4,3,4,43.6379977398,4,-79.4358904855,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153032,75,5,165 JAMESON AVE,4,N/A,04,Parkdale-High Park,4,309957.073,4832896.397,1965,2020,2018,31594
4,3,10,N/A,4,4,2020-11-17,4,4,4,3,N/A,5,N0823,4,4,4,43.733065925,4,-79.4350942032,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154525,80,4,24 HOTSPUR RD,4,4,08,Eglinton-Lawrence,4,309994.884,4843443.039,1952,2020,2017,31595
5,4,28,N/A,4,4,2020-11-17,4,3,3,5,N/A,5,N0629,4,3,4,43.7425586658,5,-79.4358613114,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154594,81,5,3886 BATHURST ST,3,4,06,York Centre,4,309950.559,4844512.582,1960,2020,2017,31596
5,5,31,N/A,4,4,2020-11-17,3,4,4,4,N/A,5,W0327,5,4,5,43.6386817552,4,-79.4872228094,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155250,85,5,143 STEPHEN DR,4,4,03,Etobicoke-Lakeshore,4,305815.067,4832975.459,1955,2020,2017,31597
4,4,24,N/A,3,4,2020-11-17,4,4,4,4,N/A,5,W0327,5,4,4,43.6389598462,4,-79.4872934251,17,N/A,5,PRIVATE,Evaluation needs to be conducted in 2 years,4155251,85,5,159 STEPHEN DR,4,5,03,Etobicoke-Lakeshore,4,305809.566,4833001.486,1960,2020,2017,31598
4,4,44,4,4,4,2020-11-17,4,4,4,4,N/A,5,W0327,4,4,3,43.6392913192,4,-79.4876408475,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155252,80,5,167 STEPHEN DR,4,3,03,Etobicoke-Lakeshore,4,305781.53,4833038.307,1954,2020,2018,31599
5,3,10,N/A,4,4,2020-11-17,4,4,4,5,N/A,5,W0327,5,5,5,43.640715018,4,-79.488178586,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155253,88,5,193 STEPHEN DR,4,4,03,Etobicoke-Lakeshore,4,305737.446,4833198.606,1960,2020,2017,31600
5,7,58,4,3,4,2020-11-17,4,4,4,3,N/A,5,W0327,5,3,3,43.6393299361,4,-79.4902695407,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155273,79,5,28 RIVERWOOD PKWY,3,4,03,Etobicoke-Lakeshore,4,305569.433,4833042.572,1961,2020,,31601
4,28,427,4,4,4,2020-11-17,4,4,5,3,4,5,S1322,4,4,3,43.6665543282,4,-79.3792025495,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153508,81,5,100 WELLESLEY ST E,4,4,13,Toronto Centre,4,314526.32,4836073.948,1968,2020,2017,31602
3,3,26,N/A,4,4,2020-11-17,4,5,5,4,N/A,5,S1322,5,4,4,43.6668236077,4,-79.3771743291,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153504,83,3,138 WELLESLEY ST E,4,N/A,13,Toronto Centre,4,314689.849,4836104.096,1928,2020,2017,31603
4,5,24,4,4,4,2020-11-17,5,4,4,5,4,5,W0531,5,5,4,43.6890657377,4,-79.4960622799,19,5,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4155124,88,5,1296 WESTON RD,4,N/A,05,York South-Weston,5,305092.365,4838574.571,1995,2020,2017,31604
2,3,32,3,4,4,2020-11-17,5,5,4,4,N/A,5,W0233,2,3,3,43.6373133386,3,-79.564053632,18,N/A,5,PRIVATE,Evaluation needs to be conducted in 2 years,4155379,76,4,328 THE WEST MALL,4,3,02,Etobicoke Centre,5,299616.185,4832820.397,1968,2020,2017,31605
4,4,33,N/A,5,4,2020-11-17,3,4,4,5,N/A,5,N0629,5,4,4,43.736994196,4,-79.4460498433,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154578,84,5,30 VINCI CRES,4,3,06,York Centre,4,309130.334,4843893.855,1960,2020,2017,31606
N/A,3,15,N/A,4,4,2020-11-17,4,4,4,4,N/A,5,S1938,4,4,4,43.6767157275,3,-79.303971101,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153691,80,4,441 KINGSTON RD,4,N/A,19,Beaches-East York,4,320590.73,4837214.351,1920,2020,2017,31607
N/A,4,40,3,4,4,2020-11-16,4,4,4,3,N/A,5,W0531,3,3,3,43.6911592011,3,-79.5020724213,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155128,73,4,12 BUTTONWOOD AVE,4,4,05,York South-Weston,4,304617.364,4838800.489,1977,2020,2017,31608
N/A,3,10,N/A,4,3,2020-11-16,3,4,4,4,N/A,5,W0531,3,4,3,43.6898644553,3,-79.4968078854,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4155125,74,4,1321 WESTON RD,4,N/A,05,York South-Weston,4,305041.755,4838656.633,1960,2020,2017,31609
3,3,24,N/A,4,5,2020-11-16,5,5,5,5,N/A,5,S1424,5,4,4,,5,,16,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4153619,94,5,846-850 BROADVIEW AVE,5,N/A,14,Toronto-Danforth,5,316188.231,4837458.031,1940,2020,2017,31610
N/A,4,21,N/A,3,4,2020-11-16,3,3,4,3,N/A,5,S1424,3,4,3,43.6791580686,4,-79.3585813036,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153618,70,3,852 BROADVIEW AVE,4,4,14,Toronto-Danforth,3,316187,4837476.8,1960,2020,2018,31611
3,12,275,3,4,3,2020-11-16,3,4,3,4,4,4,W0535,4,4,4,43.6784468398,3,-79.4962404033,19,3,3,TCHC,Evaluation needs to be conducted in 2 years,4155196,72,5,55 OUTLOOK AVE,3,N/A,05,York South-Weston,4,305087.496,4837388.185,1979,2020,2017,31612
5,4,16,N/A,3,4,2020-11-16,4,4,4,4,N/A,5,W0327,5,4,4,43.6395029387,3,-79.4940316467,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155286,80,5,4 KINGS POINT DR,4,3,03,Etobicoke-Lakeshore,4,305265.876,4833061.767,1954,2020,2017,31613
3,3,16,N/A,3,3,2020-11-16,3,3,4,3,N/A,5,W0327,3,3,4,43.6396095695,3,-79.4936460031,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155285,69,5,6 KINGS POINT DR,3,N/A,03,Etobicoke-Lakeshore,4,305296.993,4833073.615,1950,2020,2017,31614
4,5,16,N/A,4,4,2020-11-16,4,4,3,4,N/A,5,W0327,4,4,3,43.6396821871,4,-79.4933367622,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155284,78,5,8 KINGS POINT DR,3,N/A,03,Etobicoke-Lakeshore,4,305321.945,4833081.684,1953,2020,2018,31615
4,3,20,N/A,4,4,2020-11-16,4,4,3,4,N/A,4,S0930,4,3,4,43.6661838696,3,-79.4459119791,15,N/A,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153101,77,5,973 LANSDOWNE AVE,4,N/A,09,Davenport,4,309146.453,4836027.149,2003,2020,2017,31616
4,4,29,3,3,3,2020-11-16,3,3,3,3,N/A,5,W0531,3,3,5,43.688323353,4,-79.50178938,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155130,71,5,24 PINEHILL CRES,3,N/A,05,York South-Weston,4,304639.897,4838486.396,1969,2020,2017,31617
5,23,287,5,3,5,2020-11-16,4,5,3,3,5,5,S1428,5,3,5,43.6739626249,5,-79.35545117,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153606,87,5,10 HOGARTH AVE,5,N/A,14,Toronto-Danforth,4,316440.365,4836900.03,1968,2020,2017,31618
4,14,215,3,4,3,2020-11-16,4,3,3,3,2,4,W0539,4,3,3,43.6784336179,3,-79.4818925888,18,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4285956,68,5,121 HUMBER BLVD,3,N/A,05,York South-Weston,4,,,1968,2020,2017,31619
3,3,11,N/A,5,5,2020-11-16,3,4,3,5,N/A,5,S1428,4,4,5,43.6734656352,5,-79.3567572276,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153609,81,4,648 BROADVIEW AVE,3,N/A,14,Toronto-Danforth,3,316335.147,4836844.637,1910,2020,2017,31620
5,24,291,5,4,5,2020-11-16,4,5,5,3,5,5,S1428,4,3,5,43.673945589,4,-79.3561095196,19,4,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153607,87,5,655 BROADVIEW AVE,5,N/A,14,Toronto-Danforth,4,316387.282,4836898.046,1968,2020,2017,31621
3,4,73,3,3,4,2020-11-16,4,4,4,3,3,5,W0130,4,3,3,43.714616652,4,-79.558696849,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156355,73,4,9 BERGAMOT AVE,4,3,01,Etobicoke North,4,300054.31,4841409.213,1960,2020,2017,31622
3,7,130,3,4,4,2020-11-16,3,3,3,3,3,5,W0130,4,3,3,43.714919516,3,-79.55750237,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156450,68,4,11 BERGAMOT AVE,3,3,01,Etobicoke North,4,300150.586,4841442.799,1960,2020,2017,31623
4,16,304,4,4,3,2020-11-16,4,4,4,3,3,4,W0539,3,2,3,43.6726977491,3,-79.4906805093,19,4,3,TCHC,Evaluation needs to be conducted in 2 years,4155653,68,4,190 WOOLNER AVE,3,N/A,05,York South-Weston,3,305535.861,4836749.508,1968,2020,2017,31624
5,4,16,N/A,4,4,2020-11-16,4,4,4,4,N/A,5,W0327,5,4,5,43.639372903,3,-79.4944231531,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155287,82,5,2 KINGS POINT DR,4,3,03,Etobicoke-Lakeshore,4,305234.286,4833047.319,1954,2020,2017,31625
4,13,144,4,4,4,2020-11-15,4,4,4,4,4,5,E2134,4,4,4,43.7499873653,4,-79.2636073728,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152759,78,4,1375 MIDLAND AVE,3,N/A,21,Scarborough Centre,3,323822.18,4845362.91,1972,2020,2017,31626
3,3,31,N/A,3,3,2020-11-15,3,3,3,4,N/A,5,E2431,4,4,3,43.763475642,3,-79.2053061322,16,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4155854,69,4,3939 LAWRENCE AVE E,3,N/A,24,Scarborough-Guildwood,4,328497.269,4846918.613,1970,2020,2018,31627
3,3,15,N/A,3,4,2020-11-15,3,3,3,4,N/A,5,E2431,4,3,4,43.7631593909,3,-79.2047559,16,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4156556,69,4,3943 LAWRENCE AVE E,3,N/A,24,Scarborough-Guildwood,3,328556.497,4846841.376,1970,2020,2018,31628
3,3,20,N/A,3,3,2020-11-15,3,3,3,4,N/A,5,E2431,4,3,4,43.7630131413,3,-79.2041400469,16,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4156555,66,3,3945 LAWRENCE AVE E,3,N/A,24,Scarborough-Guildwood,3,328606.14,4846825.304,1970,2020,2017,31629
4,8,135,4,4,5,2020-11-15,4,4,4,4,4,5,S1039,4,4,4,43.649402507,5,-79.362697005,19,5,5,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153554,87,5,33 HAHN PL,5,N/A,10,Spadina-Fort York,4,315860.308,4834171.515,1980,2020,2017,31630
4,6,100,4,4,4,2020-11-15,4,4,4,3,4,5,E2430,4,4,4,43.7587421,4,-79.2223171477,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152818,79,4,45 GREENCREST CRCT,4,4,24,Scarborough-Guildwood,4,327144.177,4846345.796,1962,2020,2017,31631
2,24,327,3,3,3,2020-11-15,3,3,3,4,3,5,S1323,3,2,3,43.670607632,4,-79.374814757,18,N/A,3,TCHC,Evaluation needs to be conducted in 1 year,4156038,61,3,375 BLEECKER ST,2,N/A,13,Toronto Centre,3,314879.229,4836525.724,1969,2020,2017,31632
4,11,150,4,4,4,2020-11-15,3,3,3,3,3,5,S1028,4,4,4,43.6445845561,4,-79.40368311,19,4,4,TCHC,Evaluation needs to be conducted in 2 years,4153378,75,4,575 ADELAIDE ST W,4,N/A,10,Spadina-Fort York,3,312554.891,4833630.519,1983,2020,2017,31633
4,3,50,4,4,4,2020-11-15,4,3,3,4,3,5,S1028,4,4,4,43.6439718067,4,-79.4103609926,18,4,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153142,79,5,800 ADELAIDE ST W,4,N/A,10,Spadina-Fort York,4,312016.23,4833561.862,1987,2020,2017,31634
4,13,153,5,4,4,2020-11-15,4,4,4,4,4,5,E2226,4,4,4,43.7959618631,4,-79.3147046688,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152860,83,5,20 STONEHILL CRT,4,N/A,22,Scarborough-Agincourt,4,319695.816,4850460.119,1977,2020,2017,31635
N/A,9,200,5,4,4,2020-11-15,4,4,4,4,4,5,S1027,4,4,4,43.6423363643,5,-79.4160843491,17,N/A,5,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153138,86,5,24 SHAW ST,4,N/A,10,Spadina-Fort York,4,311554.662,4833379.707,1989,2020,2017,31636
3,4,32,N/A,4,4,2020-11-15,4,4,4,4,N/A,5,S1039,4,4,4,43.648895594,4,-79.362805101,16,N/A,5,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153556,81,4,5 HAHN PL,4,N/A,10,Spadina-Fort York,4,315851.683,4834115.191,1980,2020,2017,31637
4,7,134,4,4,4,2020-11-14,4,4,4,5,4,5,E2027,4,4,4,43.7359730644,4,-79.2190996441,19,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156459,82,4,39 PARKCREST DR,4,N/A,20,Scarborough Southwest,4,327411.779,4843817.119,1976,2020,2017,31638
4,4,40,5,5,3,2020-11-14,3,4,5,4,3,5,N1627,5,4,5,43.7335956661,4,-79.3405231156,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154788,83,5,6 THE DONWAY E,3,N/A,16,Don Valley East,4,317631.353,4843527.159,1950,2020,2017,31639
N/A,3,21,N/A,4,4,2020-11-14,4,4,4,4,N/A,5,E2024,4,4,4,43.7352342615,4,-79.2476716721,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4269318,80,4,998 DANFORTH RD,4,4,20,Scarborough Southwest,4,325110.51,4843727.705,1958,2020,2017,31640
N/A,3,20,N/A,4,4,2020-11-14,4,4,4,4,N/A,5,E2024,4,4,4,43.7350794611,4,-79.2480505493,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4269313,80,4,996 DANFORTH RD,4,4,20,Scarborough Southwest,4,325080.042,4843710.415,1958,2020,2017,31641
N/A,4,25,4,4,4,2020-11-14,4,4,4,4,4,5,S1930,4,4,5,43.6896558449,4,-79.2961972389,18,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153728,83,4,2802 DANFORTH AVE,5,N/A,19,Beaches-East York,4,321214.033,4838653.442,2007,2020,2017,31642
4,6,54,3,4,4,2020-11-13,3,4,4,4,N/A,5,S1222,4,4,4,43.695608909,3,-79.4478332709,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155033,73,4,682 NORTHCLIFFE BLVD,3,2,12,Toronto-St. Paul's,4,308989.478,4839296.063,1960,2020,2017,31643
4,6,46,4,3,4,2020-11-13,3,4,5,3,3,5,N1624,3,4,3,43.7377515394,3,-79.3430141694,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154795,77,4,1129 DON MILLS RD,4,5,16,Don Valley East,5,317429.821,4843988.499,1950,2020,2017,31644
4,3,30,N/A,4,4,2020-11-13,4,5,4,4,N/A,5,E2023,3,4,4,43.7242519745,4,-79.2657615108,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152667,81,4,130 FOXRIDGE DR,4,4,20,Scarborough Southwest,4,323656.732,4842503.35,1962,2020,2017,31645
